V1	V2	V3	V4	V5	V6	V7
GGB3321_SGB4395	k__Bacteria	p__Firmicutes	c__CFGB1359	o__OFGB1359	f__FGB1359	g__GGB3321	s__GGB3321_SGB4395
GGB3321_SGB4396	k__Bacteria	p__Firmicutes	c__CFGB1359	o__OFGB1359	f__FGB1359	g__GGB3321	s__GGB3321_SGB4396
GGB39037_SGB4393	k__Bacteria	p__Firmicutes	c__CFGB1359	o__OFGB1359	f__FGB1359	g__GGB39037	s__GGB39037_SGB4393
GGB3325_SGB4402	k__Bacteria	p__Firmicutes	c__CFGB1360	o__OFGB1360	f__FGB1360	g__GGB3325	s__GGB3325_SGB4402
GGB48159_SGB105301	k__Bacteria	p__Firmicutes	c__CFGB1362	o__OFGB1362	f__FGB1362	g__GGB48159	s__GGB48159_SGB105301
GGB48159_SGB105302	k__Bacteria	p__Firmicutes	c__CFGB1362	o__OFGB1362	f__FGB1362	g__GGB48159	s__GGB48159_SGB105302
GGB38873_SGB47522	k__Bacteria	p__Firmicutes	c__CFGB14224	o__OFGB14224	f__FGB14224	g__GGB38873	s__GGB38873_SGB47522
GGB3486_SGB4658	k__Bacteria	p__Firmicutes	c__CFGB1422	o__OFGB1422	f__FGB1422	g__GGB3486	s__GGB3486_SGB4658
GGB3491_SGB4665	k__Bacteria	p__Firmicutes	c__CFGB1425	o__OFGB1425	f__FGB1425	g__GGB3491	s__GGB3491_SGB4665
GGB3513_SGB4691	k__Bacteria	p__Firmicutes	c__CFGB1436	o__OFGB1436	f__FGB1436	g__GGB3513	s__GGB3513_SGB4691
GGB51420_SGB4586	k__Bacteria	p__Firmicutes	c__CFGB1437	o__OFGB1437	f__FGB1437	g__GGB51420	s__GGB51420_SGB4586
GGB3730_SGB5060	k__Bacteria	p__Firmicutes	c__CFGB1473	o__OFGB1473	f__FGB1473	g__GGB3730	s__GGB3730_SGB5060
GGB3751_SGB5099	k__Bacteria	p__Firmicutes	c__CFGB1479	o__OFGB1479	f__FGB1479	g__GGB3751	s__GGB3751_SGB5099
GGB3256_SGB4303	k__Bacteria	p__Firmicutes	c__CFGB14936	o__OFGB14936	f__FGB14936	g__GGB3256	s__GGB3256_SGB4303
GGB3815_SGB5180	k__Bacteria	p__Firmicutes	c__CFGB1507	o__OFGB1507	f__FGB1507	g__GGB3815	s__GGB3815_SGB5180
GGB3817_SGB5182	k__Bacteria	p__Firmicutes	c__CFGB1507	o__OFGB1507	f__FGB1507	g__GGB3817	s__GGB3817_SGB5182
GGB3818_SGB5183	k__Bacteria	p__Firmicutes	c__CFGB1507	o__OFGB1507	f__FGB1507	g__GGB3818	s__GGB3818_SGB5183
GGB3819_SGB5184	k__Bacteria	p__Firmicutes	c__CFGB1507	o__OFGB1507	f__FGB1507	g__GGB3819	s__GGB3819_SGB5184
GGB9293_SGB14250	k__Bacteria	p__Firmicutes	c__CFGB15209	o__OFGB15209	f__FGB15209	g__GGB9293	s__GGB9293_SGB14250
GGB41458_SGB58520	k__Bacteria	p__Firmicutes	c__CFGB15212	o__OFGB15212	f__FGB15212	g__GGB41458	s__GGB41458_SGB58520
GGB3892_SGB5290	k__Bacteria	p__Firmicutes	c__CFGB1538	o__OFGB1538	f__FGB1538	g__GGB3892	s__GGB3892_SGB5290
GGB49418_SGB69331	k__Bacteria	p__Firmicutes	c__CFGB16911	o__OFGB16911	f__FGB16911	g__GGB49418	s__GGB49418_SGB69331
GGB4533_SGB6246	k__Bacteria	p__Firmicutes	c__CFGB1762	o__OFGB1762	f__FGB1762	g__GGB4533	s__GGB4533_SGB6246
GGB4533_SGB97508	k__Bacteria	p__Firmicutes	c__CFGB1762	o__OFGB1762	f__FGB1762	g__GGB4533	s__GGB4533_SGB97508
GGB4538_SGB6253	k__Bacteria	p__Firmicutes	c__CFGB1764	o__OFGB1764	f__FGB1764	g__GGB4538	s__GGB4538_SGB6253
GGB4538_SGB6256	k__Bacteria	p__Firmicutes	c__CFGB1764	o__OFGB1764	f__FGB1764	g__GGB4538	s__GGB4538_SGB6256
GGB4721_SGB6537	k__Bacteria	p__Firmicutes	c__CFGB1764	o__OFGB1764	f__FGB1764	g__GGB4721	s__GGB4721_SGB6537
GGB4715_SGB6529	k__Bacteria	p__Firmicutes	c__CFGB1778	o__OFGB1778	f__FGB1778	g__GGB4715	s__GGB4715_SGB6529
GGB4768_SGB6601	k__Bacteria	p__Firmicutes	c__CFGB1798	o__OFGB1798	f__FGB1798	g__GGB4768	s__GGB4768_SGB6601
GGB4769_SGB6602	k__Bacteria	p__Firmicutes	c__CFGB1798	o__OFGB1798	f__FGB1798	g__GGB4769	s__GGB4769_SGB6602
GGB4773_SGB6607	k__Bacteria	p__Firmicutes	c__CFGB1800	o__OFGB1800	f__FGB1800	g__GGB4773	s__GGB4773_SGB6607
GGB4774_SGB6609	k__Bacteria	p__Firmicutes	c__CFGB1800	o__OFGB1800	f__FGB1800	g__GGB4774	s__GGB4774_SGB6609
GGB4802_SGB6641	k__Bacteria	p__Firmicutes	c__CFGB1814	o__OFGB1814	f__FGB1814	g__GGB4802	s__GGB4802_SGB6641
GGB4964_SGB6927	k__Bacteria	p__Firmicutes	c__CFGB1872	o__OFGB1872	f__FGB1872	g__GGB4964	s__GGB4964_SGB6927
GGB5973_SGB4591	k__Bacteria	p__Firmicutes	c__CFGB2102	o__OFGB2102	f__FGB2102	g__GGB5973	s__GGB5973_SGB4591
GGB6020_SGB14985	k__Bacteria	p__Firmicutes	c__CFGB2107	o__OFGB2107	f__FGB2107	g__GGB6020	s__GGB6020_SGB14985
GGB45620_SGB63333	k__Bacteria	p__Firmicutes	c__CFGB24517	o__OFGB24517	f__FGB24517	g__GGB45620	s__GGB45620_SGB63333
GGB9045_SGB13947	k__Bacteria	p__Firmicutes	c__CFGB2829	o__OFGB2829	f__FGB2829	g__GGB9045	s__GGB9045_SGB13947
GGB28369_SGB40949	k__Bacteria	p__Firmicutes	c__CFGB28369	o__OFGB28369	f__FGB28369	g__GGB28369	s__GGB28369_SGB40949
GGB9071_SGB13990	k__Bacteria	p__Firmicutes	c__CFGB2836	o__OFGB2836	f__FGB2836	g__GGB9071	s__GGB9071_SGB13990
GGB9091_SGB14020	k__Bacteria	p__Firmicutes	c__CFGB2840	o__OFGB2840	f__FGB2840	g__GGB9091	s__GGB9091_SGB14020
GGB9094_SGB14025	k__Bacteria	p__Firmicutes	c__CFGB2840	o__OFGB2840	f__FGB2840	g__GGB9094	s__GGB9094_SGB14025
GGB9095_SGB14026	k__Bacteria	p__Firmicutes	c__CFGB2840	o__OFGB2840	f__FGB2840	g__GGB9095	s__GGB9095_SGB14026
GGB9110_SGB14043	k__Bacteria	p__Firmicutes	c__CFGB2844	o__OFGB2844	f__FGB2844	g__GGB9110	s__GGB9110_SGB14043
GGB9672_SGB15170	k__Bacteria	p__Firmicutes	c__CFGB2844	o__OFGB2844	f__FGB2844	g__GGB9672	s__GGB9672_SGB15170
GGB52283_SGB73075	k__Bacteria	p__Firmicutes	c__CFGB2858	o__OFGB2858	f__FGB2858	g__GGB52283	s__GGB52283_SGB73075
GGB45495_SGB63167	k__Bacteria	p__Firmicutes	c__CFGB2863	o__OFGB2863	f__FGB2863	g__GGB45495	s__GGB45495_SGB63167
GGB9172_SGB14110	k__Bacteria	p__Firmicutes	c__CFGB2873	o__OFGB2873	f__FGB2873	g__GGB9172	s__GGB9172_SGB14110
GGB9175_SGB14113	k__Bacteria	p__Firmicutes	c__CFGB2875	o__OFGB2875	f__FGB2875	g__GGB9175	s__GGB9175_SGB14113
GGB3511_SGB4688	k__Bacteria	p__Firmicutes	c__CFGB28775	o__OFGB28775	f__FGB28775	g__GGB3511	s__GGB3511_SGB4688
GGB9185_SGB14124	k__Bacteria	p__Firmicutes	c__CFGB2881	o__OFGB2881	f__FGB2881	g__GGB9185	s__GGB9185_SGB14124
GGB9189_SGB14128	k__Bacteria	p__Firmicutes	c__CFGB2881	o__OFGB2881	f__FGB2881	g__GGB9189	s__GGB9189_SGB14128
GGB9197_SGB14136	k__Bacteria	p__Firmicutes	c__CFGB2889	o__OFGB2889	f__FGB2889	g__GGB9197	s__GGB9197_SGB14136
GGB9209_SGB14148	k__Bacteria	p__Firmicutes	c__CFGB2897	o__OFGB2897	f__FGB2897	g__GGB9209	s__GGB9209_SGB14148
GGB9210_SGB14149	k__Bacteria	p__Firmicutes	c__CFGB2898	o__OFGB2898	f__FGB2898	g__GGB9210	s__GGB9210_SGB14149
GGB9210_SGB14150	k__Bacteria	p__Firmicutes	c__CFGB2898	o__OFGB2898	f__FGB2898	g__GGB9210	s__GGB9210_SGB14150
GGB9211_SGB14151	k__Bacteria	p__Firmicutes	c__CFGB2898	o__OFGB2898	f__FGB2898	g__GGB9211	s__GGB9211_SGB14151
GGB36267_SGB14177	k__Bacteria	p__Firmicutes	c__CFGB2915	o__OFGB2915	f__FGB2915	g__GGB36267	s__GGB36267_SGB14177
GGB9239_SGB14181	k__Bacteria	p__Firmicutes	c__CFGB2918	o__OFGB2918	f__FGB2918	g__GGB9239	s__GGB9239_SGB14181
GGB9240_SGB14182	k__Bacteria	p__Firmicutes	c__CFGB2918	o__OFGB2918	f__FGB2918	g__GGB9240	s__GGB9240_SGB14182
GGB9243_SGB14185	k__Bacteria	p__Firmicutes	c__CFGB2921	o__OFGB2921	f__FGB2921	g__GGB9243	s__GGB9243_SGB14185
GGB9252_SGB14196	k__Bacteria	p__Firmicutes	c__CFGB2930	o__OFGB2930	f__FGB2930	g__GGB9252	s__GGB9252_SGB14196
GGB9253_SGB14199	k__Bacteria	p__Firmicutes	c__CFGB2930	o__OFGB2930	f__FGB2930	g__GGB9253	s__GGB9253_SGB14199
GGB9261_SGB14209	k__Bacteria	p__Firmicutes	c__CFGB2932	o__OFGB2932	f__FGB2932	g__GGB9261	s__GGB9261_SGB14209
GGB9262_SGB14210	k__Bacteria	p__Firmicutes	c__CFGB2933	o__OFGB2933	f__FGB2933	g__GGB9262	s__GGB9262_SGB14210
GGB9266_SGB14215	k__Bacteria	p__Firmicutes	c__CFGB2936	o__OFGB2936	f__FGB2936	g__GGB9266	s__GGB9266_SGB14215
GGB3733_SGB5066	k__Bacteria	p__Firmicutes	c__CFGB29420	o__OFGB29420	f__FGB29420	g__GGB3733	s__GGB3733_SGB5066
GGB9278_SGB14230	k__Bacteria	p__Firmicutes	c__CFGB2942	o__OFGB2942	f__FGB2942	g__GGB9278	s__GGB9278_SGB14230
GGB9288_SGB14243	k__Bacteria	p__Firmicutes	c__CFGB2942	o__OFGB2942	f__FGB2942	g__GGB9288	s__GGB9288_SGB14243
GGB9282_SGB14235	k__Bacteria	p__Firmicutes	c__CFGB2945	o__OFGB2945	f__FGB2945	g__GGB9282	s__GGB9282_SGB14235
GGB38716_SGB14237	k__Bacteria	p__Firmicutes	c__CFGB2947	o__OFGB2947	f__FGB2947	g__GGB38716	s__GGB38716_SGB14237
GGB38716_SGB53365	k__Bacteria	p__Firmicutes	c__CFGB2947	o__OFGB2947	f__FGB2947	g__GGB38716	s__GGB38716_SGB53365
GGB9285_SGB14238	k__Bacteria	p__Firmicutes	c__CFGB2947	o__OFGB2947	f__FGB2947	g__GGB9285	s__GGB9285_SGB14238
GGB9286_SGB14240	k__Bacteria	p__Firmicutes	c__CFGB2947	o__OFGB2947	f__FGB2947	g__GGB9286	s__GGB9286_SGB14240
GGB9290_SGB14247	k__Bacteria	p__Firmicutes	c__CFGB2949	o__OFGB2949	f__FGB2949	g__GGB9290	s__GGB9290_SGB14247
GGB9291_SGB14248	k__Bacteria	p__Firmicutes	c__CFGB2950	o__OFGB2950	f__FGB2950	g__GGB9291	s__GGB9291_SGB14248
GGB9296_SGB14253	k__Bacteria	p__Firmicutes	c__CFGB2954	o__OFGB2954	f__FGB2954	g__GGB9296	s__GGB9296_SGB14253
GGB9299_SGB14259	k__Bacteria	p__Firmicutes	c__CFGB2957	o__OFGB2957	f__FGB2957	g__GGB9299	s__GGB9299_SGB14259
GGB9302_SGB14263	k__Bacteria	p__Firmicutes	c__CFGB2960	o__OFGB2960	f__FGB2960	g__GGB9302	s__GGB9302_SGB14263
GGB9303_SGB14264	k__Bacteria	p__Firmicutes	c__CFGB2960	o__OFGB2960	f__FGB2960	g__GGB9303	s__GGB9303_SGB14264
GGB9336_SGB14300	k__Bacteria	p__Firmicutes	c__CFGB2978	o__OFGB2978	f__FGB2978	g__GGB9336	s__GGB9336_SGB14300
GGB9342_SGB14306	k__Bacteria	p__Firmicutes	c__CFGB2982	o__OFGB2982	f__FGB2982	g__GGB9342	s__GGB9342_SGB14306
GGB9343_SGB14307	k__Bacteria	p__Firmicutes	c__CFGB2983	o__OFGB2983	f__FGB2983	g__GGB9343	s__GGB9343_SGB14307
GGB9348_SGB14315	k__Bacteria	p__Firmicutes	c__CFGB2985	o__OFGB2985	f__FGB2985	g__GGB9348	s__GGB9348_SGB14315
GGB9350_SGB14317	k__Bacteria	p__Firmicutes	c__CFGB2985	o__OFGB2985	f__FGB2985	g__GGB9350	s__GGB9350_SGB14317
GGB9463_SGB14855	k__Bacteria	p__Firmicutes	c__CFGB3002	o__OFGB3002	f__FGB3002	g__GGB9463	s__GGB9463_SGB14855
GGB58158_SGB79798	k__Bacteria	p__Firmicutes	c__CFGB3004	o__OFGB3004	f__FGB3004	g__GGB58158	s__GGB58158_SGB79798
GGB31234_SGB14869	k__Bacteria	p__Firmicutes	c__CFGB3009	o__OFGB3009	f__FGB3009	g__GGB31234	s__GGB31234_SGB14869
GGB48538_SGB66596	k__Bacteria	p__Firmicutes	c__CFGB3009	o__OFGB3009	f__FGB3009	g__GGB48538	s__GGB48538_SGB66596
GGB9474_SGB14868	k__Bacteria	p__Firmicutes	c__CFGB3009	o__OFGB3009	f__FGB3009	g__GGB9474	s__GGB9474_SGB14868
GGB33896_SGB14872	k__Bacteria	p__Firmicutes	c__CFGB3011	o__OFGB3011	f__FGB3011	g__GGB33896	s__GGB33896_SGB14872
GGB9480_SGB14873	k__Bacteria	p__Firmicutes	c__CFGB3012	o__OFGB3012	f__FGB3012	g__GGB9480	s__GGB9480_SGB14873
GGB9480_SGB14874	k__Bacteria	p__Firmicutes	c__CFGB3012	o__OFGB3012	f__FGB3012	g__GGB9480	s__GGB9480_SGB14874
GGB9480_SGB14875	k__Bacteria	p__Firmicutes	c__CFGB3012	o__OFGB3012	f__FGB3012	g__GGB9480	s__GGB9480_SGB14875
GGB9499_SGB72735	k__Bacteria	p__Firmicutes	c__CFGB3022	o__OFGB3022	f__FGB3022	g__GGB9499	s__GGB9499_SGB72735
GGB9508_SGB14905	k__Bacteria	p__Firmicutes	c__CFGB3026	o__OFGB3026	f__FGB3026	g__GGB9508	s__GGB9508_SGB14905
GGB42378_SGB59548	k__Bacteria	p__Firmicutes	c__CFGB30287	o__OFGB30287	f__FGB30287	g__GGB42378	s__GGB42378_SGB59548
GGB9539_SGB14942	k__Bacteria	p__Firmicutes	c__CFGB3039	o__OFGB3039	f__FGB3039	g__GGB9539	s__GGB9539_SGB14942
GGB9542_SGB14947	k__Bacteria	p__Firmicutes	c__CFGB3040	o__OFGB3040	f__FGB3040	g__GGB9542	s__GGB9542_SGB14947
GGB9542_SGB14948	k__Bacteria	p__Firmicutes	c__CFGB3040	o__OFGB3040	f__FGB3040	g__GGB9542	s__GGB9542_SGB14948
GGB52130_SGB14966	k__Bacteria	p__Firmicutes	c__CFGB3047	o__OFGB3047	f__FGB3047	g__GGB52130	s__GGB52130_SGB14966
GGB9559_SGB14968	k__Bacteria	p__Firmicutes	c__CFGB3048	o__OFGB3048	f__FGB3048	g__GGB9559	s__GGB9559_SGB14968
GGB9559_SGB14969	k__Bacteria	p__Firmicutes	c__CFGB3048	o__OFGB3048	f__FGB3048	g__GGB9559	s__GGB9559_SGB14969
GGB9559_SGB69175	k__Bacteria	p__Firmicutes	c__CFGB3048	o__OFGB3048	f__FGB3048	g__GGB9559	s__GGB9559_SGB69175
GGB9561_SGB14972	k__Bacteria	p__Firmicutes	c__CFGB3048	o__OFGB3048	f__FGB3048	g__GGB9561	s__GGB9561_SGB14972
GGB9760_SGB15372	k__Bacteria	p__Firmicutes	c__CFGB3068	o__OFGB3068	f__FGB3068	g__GGB9760	s__GGB9760_SGB15372
GGB9760_SGB15373	k__Bacteria	p__Firmicutes	c__CFGB3068	o__OFGB3068	f__FGB3068	g__GGB9760	s__GGB9760_SGB15373
GGB9760_SGB15374	k__Bacteria	p__Firmicutes	c__CFGB3068	o__OFGB3068	f__FGB3068	g__GGB9760	s__GGB9760_SGB15374
GGB9767_SGB15384	k__Bacteria	p__Firmicutes	c__CFGB3069	o__OFGB3069	f__FGB3069	g__GGB9767	s__GGB9767_SGB15384
GGB9767_SGB15385	k__Bacteria	p__Firmicutes	c__CFGB3069	o__OFGB3069	f__FGB3069	g__GGB9767	s__GGB9767_SGB15385
GGB9768_SGB15386	k__Bacteria	p__Firmicutes	c__CFGB3069	o__OFGB3069	f__FGB3069	g__GGB9768	s__GGB9768_SGB15386
GGB9770_SGB15389	k__Bacteria	p__Firmicutes	c__CFGB3069	o__OFGB3069	f__FGB3069	g__GGB9770	s__GGB9770_SGB15389
GGB9770_SGB15390	k__Bacteria	p__Firmicutes	c__CFGB3069	o__OFGB3069	f__FGB3069	g__GGB9770	s__GGB9770_SGB15390
GGB9512_SGB14909	k__Bacteria	p__Firmicutes	c__CFGB3070	o__OFGB3070	f__FGB3070	g__GGB9512	s__GGB9512_SGB14909
GGB9775_SGB15395	k__Bacteria	p__Firmicutes	c__CFGB3070	o__OFGB3070	f__FGB3070	g__GGB9775	s__GGB9775_SGB15395
GGB9778_SGB15398	k__Bacteria	p__Firmicutes	c__CFGB3071	o__OFGB3071	f__FGB3071	g__GGB9778	s__GGB9778_SGB15398
GGB31460_SGB6499	k__Bacteria	p__Firmicutes	c__CFGB31455	o__OFGB31455	f__FGB31455	g__GGB31460	s__GGB31460_SGB6499
GGB4698_SGB6498	k__Bacteria	p__Firmicutes	c__CFGB31455	o__OFGB31455	f__FGB31455	g__GGB4698	s__GGB4698_SGB6498
GGB4699_SGB6502	k__Bacteria	p__Firmicutes	c__CFGB31455	o__OFGB31455	f__FGB31455	g__GGB4699	s__GGB4699_SGB6502
GGB4699_SGB6503	k__Bacteria	p__Firmicutes	c__CFGB31455	o__OFGB31455	f__FGB31455	g__GGB4699	s__GGB4699_SGB6503
GGB4700_SGB6506	k__Bacteria	p__Firmicutes	c__CFGB31455	o__OFGB31455	f__FGB31455	g__GGB4700	s__GGB4700_SGB6506
GGB4676_SGB6465	k__Bacteria	p__Firmicutes	c__CFGB31626	o__OFGB31626	f__FGB31626	g__GGB4676	s__GGB4676_SGB6465
GGB10692_SGB17347	k__Bacteria	p__Firmicutes	c__CFGB3172	o__OFGB3172	f__FGB3172	g__GGB10692	s__GGB10692_SGB17347
GGB741_SGB955	k__Bacteria	p__Firmicutes	c__CFGB320	o__OFGB320	f__FGB320	g__GGB741	s__GGB741_SGB955
GGB51884_SGB49168	k__Bacteria	p__Firmicutes	c__CFGB32970	o__OFGB32970	f__FGB32970	g__GGB51884	s__GGB51884_SGB49168
GGB778_SGB1021	k__Bacteria	p__Firmicutes	c__CFGB342	o__OFGB342	f__FGB342	g__GGB778	s__GGB778_SGB1021
GGB3570_SGB4777	k__Bacteria	p__Firmicutes	c__CFGB3529	o__OFGB3529	f__FGB3529	g__GGB3570	s__GGB3570_SGB4777
GGB9758_SGB15368	k__Bacteria	p__Firmicutes	c__CFGB38642	o__OFGB38642	f__FGB38642	g__GGB9758	s__GGB9758_SGB15368
GGB9765_SGB15382	k__Bacteria	p__Firmicutes	c__CFGB38642	o__OFGB38642	f__FGB38642	g__GGB9765	s__GGB9765_SGB15382
GGB9766_SGB15383	k__Bacteria	p__Firmicutes	c__CFGB38642	o__OFGB38642	f__FGB38642	g__GGB9766	s__GGB9766_SGB15383
GGB42389_SGB59559	k__Bacteria	p__Firmicutes	c__CFGB40183	o__OFGB40183	f__FGB40183	g__GGB42389	s__GGB42389_SGB59559
GGB48165_SGB66168	k__Bacteria	p__Firmicutes	c__CFGB45503	o__OFGB45503	f__FGB45503	g__GGB48165	s__GGB48165_SGB66168
GGB9790_SGB15413	k__Bacteria	p__Firmicutes	c__CFGB45503	o__OFGB45503	f__FGB45503	g__GGB9790	s__GGB9790_SGB15413
GGB52106_SGB72838	k__Bacteria	p__Firmicutes	c__CFGB45507	o__OFGB45507	f__FGB45507	g__GGB52106	s__GGB52106_SGB72838
GGB2983_SGB3965	k__Bacteria	p__Firmicutes	c__CFGB4559	o__OFGB4559	f__FGB4559	g__GGB2983	s__GGB2983_SGB3965
GGB3126_SGB4139	k__Bacteria	p__Firmicutes	c__CFGB4616	o__OFGB4616	f__FGB4616	g__GGB3126	s__GGB3126_SGB4139
GGB9525_SGB14925	k__Bacteria	p__Firmicutes	c__CFGB4623	o__OFGB4623	f__FGB4623	g__GGB9525	s__GGB9525_SGB14925
GGB51647_SGB20894	k__Bacteria	p__Firmicutes	c__CFGB4806	o__OFGB4806	f__FGB4806	g__GGB51647	s__GGB51647_SGB20894
GGB51647_SGB4348	k__Bacteria	p__Firmicutes	c__CFGB4806	o__OFGB4806	f__FGB4806	g__GGB51647	s__GGB51647_SGB4348
GGB14025_SGB14906	k__Bacteria	p__Firmicutes	c__CFGB4881	o__OFGB4881	f__FGB4881	g__GGB14025	s__GGB14025_SGB14906
GGB49400_SGB69312	k__Bacteria	p__Firmicutes	c__CFGB4967	o__OFGB4967	f__FGB4967	g__GGB49400	s__GGB49400_SGB69312
GGB9466_SGB14859	k__Bacteria	p__Firmicutes	c__CFGB5194	o__OFGB5194	f__FGB5194	g__GGB9466	s__GGB9466_SGB14859
GGB79998_SGB48024	k__Bacteria	p__Firmicutes	c__CFGB540	o__OFGB540	f__FGB540	g__GGB79998	s__GGB79998_SGB48024
GGB3129_SGB4142	k__Bacteria	p__Firmicutes	c__CFGB58145	o__OFGB58145	f__FGB58145	g__GGB3129	s__GGB3129_SGB4142
GGB9762_SGB15377	k__Bacteria	p__Firmicutes	c__CFGB58251	o__OFGB58251	f__FGB58251	g__GGB9762	s__GGB9762_SGB15377
GGB9264_SGB14212	k__Bacteria	p__Firmicutes	c__CFGB58291	o__OFGB58291	f__FGB58291	g__GGB9264	s__GGB9264_SGB14212
GGB74510_SGB47635	k__Bacteria	p__Firmicutes	c__CFGB6261	o__OFGB6261	f__FGB6261	g__GGB74510	s__GGB74510_SGB47635
GGB3132_SGB4145	k__Bacteria	p__Firmicutes	c__CFGB6389	o__OFGB6389	f__FGB6389	g__GGB3132	s__GGB3132_SGB4145
GGB29473_SGB42252	k__Bacteria	p__Firmicutes	c__CFGB72809	o__OFGB72809	f__FGB72809	g__GGB29473	s__GGB29473_SGB42252
GGB4611_SGB6385	k__Bacteria	p__Firmicutes	c__CFGB72899	o__OFGB72899	f__FGB72899	g__GGB4611	s__GGB4611_SGB6385
GGB3612_SGB4882	k__Bacteria	p__Firmicutes	c__CFGB72924	o__OFGB72924	f__FGB72924	g__GGB3612	s__GGB3612_SGB4882
GGB3614_SGB20497	k__Bacteria	p__Firmicutes	c__CFGB72926	o__OFGB72926	f__FGB72926	g__GGB3614	s__GGB3614_SGB20497
GGB3614_SGB4886	k__Bacteria	p__Firmicutes	c__CFGB72926	o__OFGB72926	f__FGB72926	g__GGB3614	s__GGB3614_SGB4886
GGB74511_SGB105989	k__Bacteria	p__Firmicutes	c__CFGB72939	o__OFGB72939	f__FGB72939	g__GGB74511	s__GGB74511_SGB105989
GGB9059_SGB13976	k__Bacteria	p__Firmicutes	c__CFGB73062	o__OFGB73062	f__FGB73062	g__GGB9059	s__GGB9059_SGB13976
GGB9249_SGB14193	k__Bacteria	p__Firmicutes	c__CFGB73223	o__OFGB73223	f__FGB73223	g__GGB9249	s__GGB9249_SGB14193
GGB79653_SGB4228	k__Bacteria	p__Firmicutes	c__CFGB73283	o__OFGB73283	f__FGB73283	g__GGB79653	s__GGB79653_SGB4228
GGB78706_SGB106379	k__Bacteria	p__Firmicutes	c__CFGB75497	o__OFGB75497	f__FGB75497	g__GGB78706	s__GGB78706_SGB106379
GGB80003_SGB14846	k__Bacteria	p__Firmicutes	c__CFGB75715	o__OFGB75715	f__FGB75715	g__GGB80003	s__GGB80003_SGB14846
GGB9524_SGB14923	k__Bacteria	p__Firmicutes	c__CFGB75721	o__OFGB75721	f__FGB75721	g__GGB9524	s__GGB9524_SGB14923
GGB9524_SGB14924	k__Bacteria	p__Firmicutes	c__CFGB75721	o__OFGB75721	f__FGB75721	g__GGB9524	s__GGB9524_SGB14924
GGB3579_SGB47659	k__Bacteria	p__Firmicutes	c__CFGB75783	o__OFGB75783	f__FGB75783	g__GGB3579	s__GGB3579_SGB47659
GGB79419_SGB105985	k__Bacteria	p__Firmicutes	c__CFGB75783	o__OFGB75783	f__FGB75783	g__GGB79419	s__GGB79419_SGB105985
GGB79908_SGB47660	k__Bacteria	p__Firmicutes	c__CFGB75783	o__OFGB75783	f__FGB75783	g__GGB79908	s__GGB79908_SGB47660
GGB2993_SGB3978	k__Bacteria	p__Firmicutes	c__CFGB75916	o__OFGB75916	f__FGB75916	g__GGB2993	s__GGB2993_SGB3978
GGB34900_SGB14891	k__Bacteria	p__Firmicutes	c__CFGB75922	o__OFGB75922	f__FGB75922	g__GGB34900	s__GGB34900_SGB14891
GGB9523_SGB14922	k__Bacteria	p__Firmicutes	c__CFGB75985	o__OFGB75985	f__FGB75985	g__GGB9523	s__GGB9523_SGB14922
GGB30090_SGB43002	k__Bacteria	p__Firmicutes	c__CFGB75986	o__OFGB75986	f__FGB75986	g__GGB30090	s__GGB30090_SGB43002
GGB4271_SGB5817	k__Bacteria	p__Firmicutes	c__CFGB76000	o__OFGB76000	f__FGB76000	g__GGB4271	s__GGB4271_SGB5817
GGB4271_SGB5820	k__Bacteria	p__Firmicutes	c__CFGB76000	o__OFGB76000	f__FGB76000	g__GGB4271	s__GGB4271_SGB5820
GGB3123_SGB4135	k__Bacteria	p__Firmicutes	c__CFGB76016	o__OFGB76016	f__FGB76016	g__GGB3123	s__GGB3123_SGB4135
GGB51510_SGB71883	k__Bacteria	p__Firmicutes	c__CFGB76046	o__OFGB76046	f__FGB76046	g__GGB51510	s__GGB51510_SGB71883
GGB55957_SGB77276	k__Bacteria	p__Firmicutes	c__CFGB76046	o__OFGB76046	f__FGB76046	g__GGB55957	s__GGB55957_SGB77276
GGB3523_SGB66046	k__Bacteria	p__Firmicutes	c__CFGB76102	o__OFGB76102	f__FGB76102	g__GGB3523	s__GGB3523_SGB66046
GGB3548_SGB4744	k__Bacteria	p__Firmicutes	c__CFGB76102	o__OFGB76102	f__FGB76102	g__GGB3548	s__GGB3548_SGB4744
GGB3600_SGB47662	k__Bacteria	p__Firmicutes	c__CFGB76106	o__OFGB76106	f__FGB76106	g__GGB3600	s__GGB3600_SGB47662
GGB3600_SGB4859	k__Bacteria	p__Firmicutes	c__CFGB76106	o__OFGB76106	f__FGB76106	g__GGB3600	s__GGB3600_SGB4859
GGB35456_SGB47582	k__Bacteria	p__Firmicutes	c__CFGB76110	o__OFGB76110	f__FGB76110	g__GGB35456	s__GGB35456_SGB47582
GGB35456_SGB66051	k__Bacteria	p__Firmicutes	c__CFGB76110	o__OFGB76110	f__FGB76110	g__GGB35456	s__GGB35456_SGB66051
GGB79630_SGB13983	k__Bacteria	p__Firmicutes	c__CFGB76112	o__OFGB76112	f__FGB76112	g__GGB79630	s__GGB79630_SGB13983
GGB52002_SGB72669	k__Bacteria	p__Firmicutes	c__CFGB76158	o__OFGB76158	f__FGB76158	g__GGB52002	s__GGB52002_SGB72669
